track_name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_s,class
Slide (feat. Frank Ocean & Migos),Calvin Harris,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21E-06,0.254,0.511,104.066,230.813,1
Issues,Julia Michaels,0.728,0.415,8,-6.852,1,0.0639,0.401,0,0.0616,0.455,114.145,176.32,1
That's What I Like,Bruno Mars,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,206.693,1
Stay,Zedd,0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,210.091,1
One Last Time,Ariana Grande,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65E-06,0.096,0.104,125.026,197.267,1
Too Good At Goodbyes,Sam Smith,0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,201,1
Ciao Adios,Anne-Marie,0.698,0.882,4,-3.078,0,0.0863,0.127,0,0.15,0.445,106.083,200.105,1
Skin,Rag'n'Bone Man,0.565,0.745,0,-7.733,1,0.31,0.265,0,0.147,0.352,170.654,239.627,1
Scared to Be Lonely,Martin Garrix,0.584,0.54,1,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,220.883,1
Mask Off,Future,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204.6,1
Big For Your Boots,Stormzy,0.515,0.902,6,-4.729,0,0.383,0.0313,0,0.093,0.628,174.589,238.419,1
Slow Hands,Niall Horan,0.735,0.425,0,-6.648,1,0.0466,0.011,0,0.055,0.848,85.894,188.174,1
Say You Won't Let Go,James Arthur,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,211.467,1
HUMBLE.,Kendrick Lamar,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,177,1
Came Here for Love,Sigala,0.708,0.868,6,-3.287,1,0.0431,0.0313,0,0.122,0.72,124.994,202.999,1
Chained To The Rhythm,Katy Perry,0.446,0.8,0,-5.404,1,0.174,0.0814,0,0.199,0.474,189.89,237.733,1
Be the One,Dua Lipa,0.661,0.651,7,-3.771,0,0.0499,0.117,1.32E-05,0.056,0.368,87.46,202.915,1
Mi Gente,J Balvin,0.774,0.687,11,-4.818,0,0.0584,0.0179,1.17E-05,0.128,0.308,104.959,189.44,1
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,0.734,0.442,0,-8.432,1,0.0557,0.0594,1.63E-05,0.213,0.0973,117.967,245.653,1
Places,Martin Solveig,0.728,0.854,0,-3.86,0,0.0457,0.248,0.00188,0.149,0.62,121.995,202.746,1
What About Us,P!nk,0.489,0.588,1,-6.177,1,0.0507,0.0285,2.11E-06,0.0906,0.187,113.617,269.6,1
Reggaetón Lento (Remix),CNCO,0.534,0.911,4,-3.086,0,0.0852,0.15,0,0.0986,0.624,93.767,188.8,1
Sign of the Times,Harry Styles,0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,340.707,1
Silence,Marshmello,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96E-06,0.17,0.286,141.971,180.823,1
Sexual,NEIKED,0.797,0.567,2,-7.503,1,0.0651,0.0692,0,0.0705,0.843,108.024,188.889,1
Starboy,The Weeknd,0.678,0.588,7,-7.015,1,0.276,0.141,6.35E-06,0.137,0.486,186.005,230.453,1
I Would Like,Zara Larsson,0.486,0.713,2,-3.949,0,0.0524,0.0853,0,0.0839,0.297,121.028,226.72,1
XO Tour Llif3,Lil Uzi Vert,0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,182.707,1
Congratulations,Post Malone,0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,220.293,1
On My Mind,Disciples,0.741,0.893,0,-2.549,0,0.0384,0.0435,3.19E-05,0.0371,0.733,122.056,185.846,1
2U,David Guetta,0.551,0.651,8,-5.828,0,0.0594,0.225,0,0.224,0.562,144.875,194.907,1
No More Sad Songs,Little Mix,0.689,0.788,7,-4.347,0,0.0511,0.0634,2.16E-05,0.248,0.767,102.064,206.373,1
I Feel It Coming,The Weeknd,0.773,0.819,0,-5.946,0,0.118,0.426,0,0.0679,0.585,92.99,269.187,1
No Lie,Sean Paul,0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,221.176,1
Happier,Ed Sheeran,0.522,0.385,0,-7.355,1,0.0288,0.536,0,0.135,0.236,89.792,207.52,1
What Do I Know?,Ed Sheeran,0.838,0.492,1,-5.69,0,0.038,0.251,0,0.262,0.895,115.092,237.333,1
Bestie,Yungen,0.497,0.59,1,-7.564,1,0.258,0.1,0,0.0714,0.585,99.638,219.165,1
Closer,The Chainsmokers,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244.96,1
New Man,Ed Sheeran,0.78,0.745,7,-3.97,1,0.145,0.0559,0,0.0595,0.862,94.026,189.28,1
No Promises (feat. Demi Lovato),Cheat Codes,0.739,0.619,10,-6.669,1,0.162,0.0572,0,0.105,0.58,112.961,222.787,1
Shout Out to My Ex,Little Mix,0.773,0.747,5,-4.061,1,0.0889,0.0239,8.23E-06,0.11,0.8,126.014,246.24,1
Sun Comes Up (feat. James Arthur),Rudimental,0.619,0.858,10,-5.28,1,0.0929,0.00791,0,0.173,0.23,106.017,232.627,1
Finders Keepers,Mabel,0.84,0.572,4,-6.517,0,0.105,0.0508,3.52E-06,0.0907,0.644,108.014,268.067,1
Lonely Together (feat. Rita Ora),Avicii,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12E-05,0.0683,0.272,102.977,181.812,1
Dusk Till Dawn - Radio Edit,ZAYN,0.258,0.437,11,-6.593,0,0.039,0.101,1.27E-06,0.106,0.0967,180.043,239,1
Crying in the Club,Camila Cabello,0.334,0.617,6,-5.834,0,0.383,0.334,0,0.163,0.603,85.227,216.391,1
One Dance,Drake,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,173.987,1
Malibu,Miley Cyrus,0.573,0.781,8,-6.406,1,0.0555,0.0767,2.64E-05,0.0813,0.343,139.934,231.907,1
Sorry Not Sorry,Demi Lovato,0.705,0.64,11,-6.928,0,0.225,0.0237,0,0.262,0.887,144.077,203.76,1
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,0.669,0.832,0,-5.72,1,0.0682,0.0106,0,0.0968,0.7,113.035,237.547,1
1-800-273-8255,Logic,0.62,0.574,5,-7.788,0,0.0479,0.57,0,0.19,0.352,100.021,250.173,1
How Would You Feel (Paean),Ed Sheeran,0.617,0.439,9,-5.63,1,0.0269,0.424,0,0.127,0.242,139.979,280.533,1
Dive,Ed Sheeran,0.761,0.386,4,-6.158,1,0.0399,0.355,0,0.0953,0.526,134.943,238.44,1
Mr. Brightside,The Killers,0.356,0.924,1,-3.74,1,0.0808,0.00101,0,0.0953,0.232,148.017,222.587,1
Green Light,Lorde,0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55E-06,0.0879,0.253,128.942,234.653,1
Look What You Made Me Do,Taylor Swift,0.766,0.709,9,-6.471,0,0.123,0.204,1.41E-05,0.126,0.506,128.07,211.853,1
Supermarket Flowers,Ed Sheeran,0.589,0.242,6,-10.517,1,0.0442,0.914,0,0.0887,0.257,89.749,221.107,1
Fake Love,Drake,0.928,0.481,9,-9.35,0,0.287,0.105,0,0.176,0.613,134.007,210.937,1
Man's Not Hot,Big Shaq,0.905,0.884,0,-4.076,1,0.236,0.111,8.31E-05,0.107,0.588,135.048,186.027,1
Friends (with BloodPop®),Justin Bieber,0.743,0.733,8,-5.337,1,0.0375,0.00402,0,0.304,0.622,104.977,189.467,1
Hurtin' Me,Stefflon Don,0.535,0.794,0,-4.933,1,0.161,0.102,1.52E-05,0.144,0.799,203.712,212.815,1
24K Magic,Bruno Mars,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,225.983,1
Chasing Highs,ALMA,0.792,0.775,2,-4.575,0,0.0532,0.271,1.55E-05,0.406,0.521,111.957,195.678,1
Believer,Imagine Dragons,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,204.347,1
Barcelona,Ed Sheeran,0.747,0.76,1,-4.294,1,0.187,0.448,0,0.153,0.682,99.975,191.147,1
More Than Friends,James Hype,0.81,0.885,5,-4.583,0,0.108,0.101,0,0.268,0.447,122.985,140.698,1
Thunder,Imagine Dragons,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187.147,1
One Kiss (with Dua Lipa),Calvin Harris,0.791,0.862,9,-3.24,0,0.11,0.037,2.19E-05,0.0814,0.592,123.994,214.847,1
God's Plan,Drake,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29E-05,0.552,0.357,77.169,198.973,1
Shotgun,George Ezra,0.672,0.735,5,-4.733,1,0.0457,0.286,0,0.242,0.754,115.741,201.287,1
This Is Me,Keala Settle,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234.707,1
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,0.653,0.809,0,-4.057,1,0.0474,0.194,0,0.165,0.55,92.213,210.773,1
Perfect,Ed Sheeran,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,263.4,1
Nice For What,Drake,0.586,0.909,8,-6.474,1,0.0705,0.0891,0.000109,0.119,0.757,93.394,210.747,1
Paradise,George Ezra,0.642,0.881,11,-3.537,1,0.0393,0.209,0,0.21,0.913,138.03,222.045,1
no tears left to cry,Ariana Grande,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11E-06,0.294,0.354,121.993,205.92,1
Feel It Still,Portugal. The Man,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163.253,1
IDGAF,Dua Lipa,0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,217.947,1
2002,Anne-Marie,0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,186.987,1
FRIENDS,Marshmello,0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,202.621,1
Freaky Friday (feat. Chris Brown),Lil Dicky,0.755,0.599,8,-5.042,1,0.224,0.147,0,0.109,0.755,133.123,216.632,1
In My Feelings,Drake,0.835,0.626,1,-5.833,1,0.125,0.0589,6E-05,0.396,0.35,91.03,217.925,1
Solo (feat. Demi Lovato),Clean Bandit,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66E-05,0.35,0.565,105.005,222.653,1
Havana (feat. Young Thug),Camila Cabello,0.765,0.523,2,-4.333,1,0.03,0.184,3.56E-05,0.132,0.394,104.988,217.307,1
The Greatest Show,Hugh Jackman,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,302.147,1
Eastside (with Halsey & Khalid),benny blanco,0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89.391,173.8,1
New Rules,Dua Lipa,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,209.32,1
Better Now,Post Malone,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,231.267,1
Psycho,Post Malone,0.755,0.557,8,-7.991,1,0.109,0.532,0,0.111,0.462,139.977,221.44,1
I Like It,Cardi B,0.814,0.721,5,-4.026,0,0.136,0.0981,0,0.378,0.643,136.05,253.39,1
rockstar (feat. 21 Savage),Post Malone,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01E-05,0.131,0.129,159.801,218.147,1
Promises (with Sam Smith),Calvin Harris,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91E-06,0.325,0.486,123.07,213.309,1
Girls Like You (feat. Cardi B),Maroon 5,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235.545,1
Lullaby,Sigala,0.725,0.834,5,-3.913,0,0.037,0.0784,1.27E-05,0.0834,0.859,120.026,204.022,1
Youngblood,5 Seconds of Summer,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203.418,1
Barking,Ramz,0.534,0.563,7,-7.845,0,0.312,0.181,0,0.0525,0.291,102.999,204.827,1
River (feat. Ed Sheeran),Eminem,0.748,0.749,8,-5.916,0,0.516,0.142,0,0.0713,0.659,90.09,221.013,1
Shape of You,Ed Sheeran,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,233.713,1
Rewrite The Stars,Zac Efron,0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,217.44,1
Body,Loud Luxury,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44E-05,0.0543,0.582,121.958,163.216,1
I'll Be There,Jess Glynne,0.623,0.851,7,-3.111,1,0.0409,0.0228,0,0.12,0.4,100.063,193.924,1
The Middle,Zedd,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,184.732,1
Leave a Light On,Tom Walker,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78E-06,0.133,0.267,68.976,185.863,1
A Million Dreams,Ziv Zaifman,0.265,0.312,7,-11.689,1,0.0569,0.243,0,0.0893,0.0998,54.747,269.453,1
All The Stars (with SZA),Kendrick Lamar,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232.187,1
Breathe,Jax Jones,0.722,0.744,11,-5.52,0,0.0363,0.0234,0.000157,0.143,0.686,125.985,207.63,1
Taste (feat. Offset),Tyga,0.884,0.559,0,-7.442,1,0.12,0.0236,0,0.101,0.342,97.994,232.959,1
Rise,Jonas Blue,0.69,0.784,1,-4.653,1,0.032,0.323,0,0.203,0.669,106.066,194.408,1
Jumanji,B Young,0.791,0.473,10,-9.86,0,0.25,0.279,0,0.0959,0.603,95.948,173.154,1
Tip Toe (feat. French Montana),Jason Derulo,0.845,0.709,10,-4.547,0,0.0714,0.0233,0,0.094,0.62,98.062,187.521,1
Never Enough,Loren Allred,0.277,0.394,8,-8.903,1,0.0336,0.423,0,0.0952,0.227,86.777,207.787,1
If You're Over Me,Years & Years,0.647,0.853,8,-4.516,1,0.0904,0.0615,0,0.062,0.618,103.846,189,1
SAD!,XXXTENTACION,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166.606,1
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.643,0.783,10,-6.458,1,0.0856,0.047,0,0.083,0.579,154.084,163.87,1
I Miss You (feat. Julia Michaels),Clean Bandit,0.693,0.624,0,-7.482,0,0.0448,0.299,7.64E-06,0.0955,0.369,105.002,205.987,1
Anywhere,Rita Ora,0.628,0.797,11,-3.953,0,0.0596,0.0364,0,0.104,0.321,106.93,215.064,1
Flames,David Guetta,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45E-06,0.0895,0.362,93.958,195,1
Answerphone (feat. Yxng Bane),Banx & Ranx,0.671,0.834,1,-3.928,0,0.0885,0.0387,0,0.454,0.454,113.021,190.921,1
Love Lies (with Normani),Khalid,0.708,0.648,6,-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955,201.707,1
Lucid Dreams,Juice WRLD,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239.836,1
My Lover,Not3s,0.864,0.587,6,-6.402,0,0.157,0.0453,5.99E-06,0.076,0.594,106.063,192.44,1
Bad Vibe,M.O,0.813,0.701,10,-4.428,1,0.0449,0.178,0,0.0962,0.758,110.009,214.253,1
17,MK,0.703,0.832,0,-7.202,0,0.0689,0.00149,0.127,0.0696,0.667,122.029,196.489,1
Finesse � Remix feat. Cardi B ,Bruno Mars,0.704,0.859,5,-4.877,0,0.0996,0.0185,0,0.0215,0.926,105.115,217.289,1
Never Be the Same,Camila Cabello,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,226.973,1
Say Something,Justin Timberlake,0.707,0.632,10,-7.031,1,0.0789,0.103,1.09E-05,0.0841,0.372,97.04,278.893,1
The Other Side,Hugh Jackman,0.638,0.795,0,-8.45,1,0.302,0.00433,0.00139,0.153,0.31,153.99,214.373,1
Despacito - Remix,Luis Fonsi,0.653,0.816,2,-4.353,1,0.167,0.228,0,0.0967,0.816,178.085,228.827,1
Happier,Marshmello,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214.29,1
Jackie Chan,Tiësto,0.747,0.834,3,-2.867,0,0.045,0.374,0,0.0586,0.687,128.005,215.76,1
Strangers,Sigrid,0.758,0.718,4,-6.129,0,0.0383,0.00565,0.00132,0.0781,0.127,115.04,233.726,1
Look Alive (feat. Drake),BlocBoy JB,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86E-05,0.105,0.595,140.022,181.263,1
Let You Down,NF,0.662,0.714,5,-5.68,0,0.121,0.312,0,0.179,0.464,147.997,212.12,1
German,EO,0.862,0.583,8,-6.26,0,0.0654,0.811,1.86E-05,0.191,0.852,103.019,170.825,1
"thank u, next",Ariana Grande,0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,207.32,1
Silence,Marshmello,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96E-06,0.17,0.286,141.971,180.823,1
Fine Line,Mabel,0.567,0.618,3,-4.974,0,0.106,0.228,0,0.0576,0.927,114.991,211.467,1
I Fall Apart,Post Malone,0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,223.347,1
Come Alive,Hugh Jackman,0.702,0.77,7,-9.411,1,0.128,0.00558,0.000802,0.211,0.235,118.034,225.933,1
Unforgettable,French Montana,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233.902,1
In My Blood,Shawn Mendes,0.622,0.712,5,-7.321,1,0.066,0.0573,0,0.13,0.487,140.025,211.36,1
For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,0.541,0.787,2,-4.618,0,0.0331,0.0167,0,0.157,0.2,113,245.453,1
God is a woman,Ariana Grande,0.602,0.658,1,-5.934,1,0.0558,0.0233,6E-05,0.237,0.268,145.031,197.547,1
Nevermind,Dennis Lloyd,0.6,0.688,5,-8.339,0,0.201,0.159,1.29E-05,0.409,0.0793,99.977,156.6,1
First Time,M-22,0.705,0.838,8,-3.69,1,0.0389,0.00449,0.00037,0.0926,0.219,124.03,188.919,1
From Now On,Hugh Jackman,0.516,0.518,4,-10.383,1,0.04,0.00483,0.00895,0.585,0.0834,108.027,349.56,1
Mr. Brightside,The Killers,0.356,0.924,1,-3.74,1,0.0808,0.00101,0,0.0953,0.232,148.017,222.587,1
Lost Without You,Freya Ridings,0.386,0.136,6,-9.267,1,0.0458,0.932,0,0.0653,0.0976,67.016,225.853,1
Man Down (feat. AlunaGeorge),Shakka,0.726,0.665,5,-5.611,0,0.0722,0.299,0,0.179,0.807,104.239,211.212,1
I Know You,Craig David,0.56,0.761,9,-5.202,1,0.0879,0.126,0,0.0896,0.236,140.555,214.96,1
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,0.85,0.569,5,-8.152,0,0.136,0.0609,0.0816,0.1,0.294,80.02,205.04,1
Too Good At Goodbyes,Sam Smith,0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,201,1
In My Mind,Dynoro,0.694,0.77,6,-5.335,1,0.149,0.176,1.1E-05,0.118,0.163,125.905,184.56,1
Shallow,Lady Gaga,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,215.733,1
Let You Love Me,Rita Ora,0.531,0.854,10,-3.149,1,0.198,0.288,0,0.0773,0.456,94.419,190,1
Butterflies (feat. Not3s),AJ Tracey,0.761,0.685,5,-9.796,0,0.125,0.259,2.92E-06,0.115,0.596,103.949,224,1
High Hopes,Panic! At The Disco,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190.947,1
Familiar,Liam Payne,0.636,0.805,9,-4.594,1,0.327,0.0161,0,0.0793,0.908,92.958,196.552,1
"Blinded By Your Grace, Pt. 2 (feat. MNEK)",Stormzy,0.35,0.613,2,-5.453,1,0.0592,0.0743,0,0.069,0.224,120.038,230.655,1
Symphony (feat. Zara Larsson),Clean Bandit,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6E-05,0.138,0.457,122.863,212.459,1
SICKO MODE,Travis Scott,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312.82,1
I Love It (& Lil Pump),Kanye West,0.901,0.522,2,-8.304,1,0.33,0.0114,0,0.259,0.329,104.053,127.947,1
No Words,Dave,0.781,0.736,1,-5.413,0,0.29,0.344,0,0.125,0.536,100.55,210.905,1
Castle on the Hill,Ed Sheeran,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14E-05,0.14,0.471,135.007,261.154,1
Decline,RAYE,0.675,0.932,5,-2.337,0,0.0551,0.167,0,0.0932,0.524,115.924,188.172,1
Cola,CamelPhat,0.706,0.74,6,-7.904,1,0.0325,0.0245,0.512,0.135,0.444,122.007,223.869,1
No Brainer,DJ Khaled,0.485,0.762,0,-4.714,1,0.344,0.0914,0,0.0834,0.646,133.037,258.773,1
Someone You Loved,Lewis Capaldi,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182.161,1
Old Town Road,Lil Nas X,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23E-06,0.101,0.507,135.998,113,1
I Don't Care (with Justin Bieber),Ed Sheeran,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219.947,1
bad guy,Billie Eilish,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194.088,1
Giant (with Rag'n'Bone Man),Calvin Harris,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229.184,1
Sweet but Psycho,Ava Max,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187.436,1
Vossi Bop,Stormzy,0.682,0.653,8,-6.062,1,0.339,0.13,0.00116,0.129,0.428,188.115,196.267,1
Dance Monkey,Tones And I,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,209.438,1
Don't Call Me Up,Mabel,0.674,0.881,9,-2.853,1,0.147,0.296,3.01E-06,0.0793,0.234,98.994,178.48,1
Señorita,Shawn Mendes,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,190.96,1
Piece Of Your Heart,MEDUZA,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152.913,1
Shotgun,George Ezra,0.672,0.735,5,-4.733,1,0.0457,0.286,0,0.242,0.754,115.741,201.287,1
Location (feat. Burna Boy),Dave,0.812,0.496,9,-5.969,0,0.297,0.271,0,0.0955,0.55,109.979,241.293,1
Hold Me While You Wait,Lewis Capaldi,0.688,0.53,11,-5.507,1,0.0333,0.443,0,0.0995,0.162,106.958,205.687,1
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158.04,1
7 rings,Ariana Grande,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,178.627,1
Wow.,Post Malone,0.829,0.539,11,-7.359,0,0.208,0.136,1.78E-06,0.103,0.388,99.96,149.547,1
Ladbroke Grove,AJ Tracey,0.903,0.839,11,-9.447,0,0.208,0.0939,0,0.102,0.727,133.986,190.537,1
Just You and I,Tom Walker,0.567,0.696,9,-5.416,1,0.301,0.456,0,0.113,0.544,92.061,174.983,1
Shallow,Lady Gaga,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,215.733,1
Beautiful People (feat. Khalid),Ed Sheeran,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,197.867,1
Dancing With A Stranger (with Normani),Sam Smith,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97E-06,0.222,0.347,102.998,171.03,1
Take Me Back to London (feat. Stormzy),Ed Sheeran,0.885,0.762,8,-5.513,0,0.216,0.219,0,0.162,0.605,138.059,189.733,1
3 Nights,Dominic Fike,0.815,0.518,7,-6.594,0,0.0897,0.223,0,0.104,0.877,151.891,177.667,1
Bruises,Lewis Capaldi,0.736,0.308,4,-7.83,1,0.0677,0.946,0,0.186,0.361,111.202,220.492,1
Higher Love,Kygo,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05E-06,0.101,0.404,103.952,228.267,1
Grace,Lewis Capaldi,0.722,0.565,4,-5.848,1,0.0335,0.435,0,0.165,0.488,104.483,185.658,1
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36E-06,0.388,0.244,114.066,217.467,1
Sucker,Jonas Brothers,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,181.027,1
"thank u, next",Ariana Grande,0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,207.32,1
High Hopes,Panic! At The Disco,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190.947,1
Options,NSG,0.836,0.621,1,-4.685,0,0.0892,0.387,9.16E-05,0.104,0.762,101.995,240.082,1
"break up with your girlfriend, i'm bored",Ariana Grande,0.726,0.554,5,-5.29,0,0.0917,0.0421,0,0.106,0.335,169.999,190.44,1
SOS,Avicii,0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,157.202,1
Keisha & Becky - Russ splash x Tion Wayne,Russ Millions,0.875,0.443,11,-10.843,1,0.456,0.316,0,0.118,0.717,141.042,173.617,1
bury a friend,Billie Eilish,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193.143,1
Happier,Marshmello,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214.29,1
Ride It,Regard,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43E-05,0.106,0.884,117.948,157.606,1
Strike a Pose (feat. Aitch),Young T & Bugsey,0.531,0.581,1,-5.801,1,0.101,0.0107,1.62E-05,0.101,0.591,137.776,214.204,1
Without Me,Halsey,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,201.661,1
Sorry,Joel Corry,0.744,0.79,8,-4.617,0,0.0562,0.0547,0.000802,0.32,0.847,125.002,188.64,1
Eastside (with Halsey & Khalid),benny blanco,0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89.391,173.8,1
Talk,Khalid,0.9,0.4,0,-8.443,1,0.124,0.0501,0,0.0876,0.338,136.001,197.487,1
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,0.746,0.787,4,-6.373,1,0.12,0.214,0,0.0669,0.607,95.005,206.187,1
Taste (Make It Shake),Aitch,0.756,0.489,0,-11.275,1,0.383,0.281,0,0.122,0.743,97.589,213.673,1
Perfect,Ed Sheeran,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,263.4,1
Promises (with Sam Smith),Calvin Harris,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91E-06,0.325,0.486,123.07,213.309,1
Baby Shark,Pinkfong,0.829,0.886,8,-1.746,1,0.112,0.259,0,0.0559,0.777,115.056,80.927,1
Wish You Well,Sigala,0.669,0.895,5,-3.787,0,0.0575,0.128,0,0.297,0.576,124.964,205.653,1
Boasty (feat. Idris Elba),Wiley,0.887,0.765,2,-5.207,1,0.0669,0.00915,0.000872,0.0907,0.456,102.958,177.186,1
